id,resource_group_id,building_Lv,init_building_slot,category,display_category,category_localkey,type_id,time,build_condition/0/build_condition_type,build_condition/0/build_condition_value,build_condition/1/build_condition_type,build_condition/1/build_condition_value,cost/0/cost_type,cost/0/cost_id,cost/0/cost_value,cost/1/cost_type,cost/1/cost_id,cost/1/cost_value,cost/2/cost_type,cost/2/cost_id,cost/2/cost_value,cost/3/cost_type,cost/3/cost_id,cost/3/cost_value,fast_comp_currency_type,fast_comp_currency_value,function/0/function_type,function/0/function_value_type,function/0/function_value,function/1/function_type,function/1/function_value_type,function/1/function_value,function/2/function_type,function/2/function_value_type,function/2/function_value,open_episode,reward_id,contents_open,function/0/function_title_localkey,function/0/function_description_localkey
10101,10101,1,0,None,Assist,Locale_Outpost:300_building_type,10100,5,None,0,None,0,Item,7035001,1,None,0,0,None,0,0,None,0,0,99,10,None,None,0,None,None,0,None,None,0,0,0,0,,
10201,10201,1,0,None,Assist,Locale_Outpost:300_building_type,10200,5,None,0,None,0,Item,7035002,1,None,0,0,None,0,0,None,0,0,99,10,None,None,0,None,None,0,None,None,0,0,0,0,,
10301,10301,1,0,None,Assist,Locale_Outpost:300_building_type,10300,5,None,0,None,0,Item,7035003,1,None,0,0,None,0,0,None,0,0,99,10,None,None,0,None,None,0,None,None,0,0,0,0,,
10401,10401,1,0,None,Assist,Locale_Outpost:300_building_type,10400,5,None,0,None,0,Item,7035004,1,None,0,0,None,0,0,None,0,0,99,10,None,None,0,None,None,0,None,None,0,0,0,0,,
10501,10501,1,0,None,Assist,Locale_Outpost:300_building_type,10500,5,None,0,None,0,Item,7035005,1,None,0,0,None,0,0,None,0,0,99,10,None,None,0,None,None,0,None,None,0,0,0,0,,
10601,10601,1,0,None,Assist,Locale_Outpost:300_building_type,10600,5,None,0,None,0,Item,7035006,1,None,0,0,None,0,0,None,0,0,99,10,UnlockLesson,Id,2001,None,None,0,None,None,0,0,0,0,Locale_Outpost:outpost_function_title_academy,Locale_Outpost:academy_function_description_01
10701,10701,1,0,None,Assist,Locale_Outpost:300_building_type,10700,5,Build,10601,None,0,Item,7035007,1,None,0,0,None,0,0,None,0,0,99,10,None,None,0,None,None,0,None,None,0,0,0,0,,
10801,10801,1,0,None,Welfare,Locale_Outpost:200_building_type,10800,5,Build,10601,None,0,Item,7035008,1,None,0,0,None,0,0,None,0,0,99,10,None,None,0,None,None,0,None,None,0,0,0,0,,
10901,10901,1,0,None,Assist,Locale_Outpost:300_building_type,10900,5,Build,10601,None,0,Item,7035009,1,None,0,0,None,0,0,None,0,0,99,10,UnlockLesson,Id,3001,None,None,0,None,None,0,0,0,0,Locale_Outpost:outpost_function_title_academy,Locale_Outpost:academy_function_description_01
11001,11001,1,0,None,Assist,Locale_Outpost:300_building_type,11000,5,Build,10901,None,0,Item,7035010,1,None,0,0,None,0,0,None,0,0,99,10,None,None,0,None,None,0,None,None,0,0,0,0,,
11101,11101,1,0,None,Assist,Locale_Outpost:300_building_type,11100,5,Build,10901,None,0,Item,7035011,1,None,0,0,None,0,0,None,0,0,99,10,None,None,0,None,None,0,None,None,0,0,0,0,,
11201,11201,1,0,None,Assist,Locale_Outpost:300_building_type,11200,5,Build,10901,None,0,Item,7035012,1,None,0,0,None,0,0,None,0,0,99,10,UnlockLesson,Id,4001,None,None,0,None,None,0,0,0,0,Locale_Outpost:outpost_function_title_academy,Locale_Outpost:academy_function_description_01
11301,11301,1,0,None,Assist,Locale_Outpost:300_building_type,11300,5,Build,11201,None,0,Item,7035013,1,None,0,0,None,0,0,None,0,0,99,10,None,None,0,None,None,0,None,None,0,0,0,0,,
11401,11401,1,0,None,Assist,Locale_Outpost:300_building_type,11400,5,Build,11201,None,0,Item,7035014,1,None,0,0,None,0,0,None,0,0,99,10,None,None,0,None,None,0,None,None,0,0,0,0,,
11501,11501,1,0,None,Assist,Locale_Outpost:300_building_type,11500,5,Build,11201,None,0,Item,7035015,1,None,0,0,None,0,0,None,0,0,99,10,UnlockLesson,Id,5001,None,None,0,None,None,0,0,0,0,Locale_Outpost:outpost_function_title_academy,Locale_Outpost:academy_function_description_01
11601,11601,1,0,None,Assist,Locale_Outpost:300_building_type,11600,5,Build,11501,None,0,Item,7035016,1,None,0,0,None,0,0,None,0,0,99,10,None,None,0,None,None,0,None,None,0,0,0,0,,
11701,11701,1,0,None,Assist,Locale_Outpost:300_building_type,11700,5,Build,11501,None,0,Item,7035017,1,None,0,0,None,0,0,None,0,0,99,10,UnlockLesson,Id,6001,None,None,0,None,None,0,0,0,0,Locale_Outpost:outpost_function_title_academy,Locale_Outpost:academy_function_description_01
11801,11801,1,0,None,Assist,Locale_Outpost:300_building_type,11800,5,Build,11701,None,0,Item,7035018,1,None,0,0,None,0,0,None,0,0,99,10,None,None,0,None,None,0,None,None,0,0,0,0,,
11901,11901,1,0,None,Assist,Locale_Outpost:300_building_type,11900,5,Build,11701,None,0,Item,7035019,1,None,0,0,None,0,0,None,0,0,99,10,UnlockLesson,Id,7001,None,None,0,None,None,0,0,0,0,Locale_Outpost:outpost_function_title_academy,Locale_Outpost:academy_function_description_01
12001,12001,1,0,None,Welfare,Locale_Outpost:200_building_type,12000,5,Build,11901,None,0,Item,7035020,1,None,0,0,None,0,0,None,0,0,99,10,None,None,0,None,None,0,None,None,0,0,0,0,,
12101,12101,1,0,None,Welfare,Locale_Outpost:200_building_type,12100,5,Build,11901,None,0,Item,7035021,1,None,0,0,None,0,0,None,0,0,99,10,UnlockLesson,Id,8001,None,None,0,None,None,0,0,0,0,Locale_Outpost:outpost_function_title_academy,Locale_Outpost:academy_function_description_01
12201,12201,1,0,None,Welfare,Locale_Outpost:200_building_type,12200,5,Build,12101,None,0,Item,7035022,1,None,0,0,None,0,0,None,0,0,99,10,None,None,0,None,None,0,None,None,0,0,0,0,,
12301,12301,1,0,None,Assist,Locale_Outpost:300_building_type,12300,5,Build,12101,None,0,Item,7035023,1,None,0,0,None,0,0,None,0,0,99,10,UnlockLesson,Id,9001,None,None,0,None,None,0,0,0,0,Locale_Outpost:outpost_function_title_academy,Locale_Outpost:academy_function_description_01
22401,22401,1,1,CommanderCenter,Growth,Locale_Outpost:100_building_type,22400,0,None,0,None,0,None,0,0,None,0,0,None,0,0,None,0,0,0,0,UnlockOutpostSlot,Integer,16,None,None,0,None,None,0,0,0,0,Locale_Outpost:outpost_function_title_unlockslot,Locale_Outpost:outpost_function_description_unlockslot
22701,22701,1,4,SynchroDevice,Welfare,Locale_Outpost:200_building_type,22700,0,None,0,None,0,None,0,0,None,0,0,None,0,0,None,0,0,0,0,AddSynchroSlot,Integer,5,None,None,0,None,None,0,0,0,21,Locale_Outpost:outpost_function_title_synchro,Locale_System:CUBE_ENCHANT_SLOT_OPEN
22801,22801,1,5,RecycleRoom,Welfare,Locale_Outpost:200_building_type,22800,0,None,0,None,0,None,0,0,None,0,0,None,0,0,None,0,0,99,10,RunResearch,Id,1001,None,None,0,None,None,0,0,0,22,Locale_Outpost:outpost_function_title_recycle,Locale_Outpost:outpost_function_description_recycle
22901,22901,1,6,TacticAcademy,Welfare,Locale_Outpost:200_building_type,22900,0,None,0,None,0,None,0,1,None,0,0,None,0,0,None,0,0,99,10,UnlockClass,Id,1000,None,None,0,None,None,0,0,0,23,Locale_Outpost:outpost_function_title_tactic,Locale_Outpost:outpost_function_description_tactic1
23001,23001,1,7,InfraCore,Welfare,Locale_Outpost:200_building_type,23000,0,None,0,None,1,None,0,0,None,0,0,None,0,0,None,0,0,0,0,None,None,0,None,None,0,None,None,0,0,0,0,,
23101,23101,1,3,Elevator,Growth,Locale_Outpost:100_building_type,23100,0,None,0,None,0,None,0,0,None,0,0,None,0,0,None,0,0,0,0,None,None,0,None,None,0,None,None,0,0,0,0,,
23201,23201,1,2,DispatchBoard,Welfare,Locale_Outpost:200_building_type,23200,0,None,0,None,0,None,0,0,None,0,0,None,0,0,None,0,0,0,0,None,None,0,None,None,0,None,None,0,0,0,0,,
23301,23301,1,9,AmusementPark,Welfare,Locale_Outpost:200_building_type,23300,0,None,0,None,0,None,0,0,None,0,0,None,0,0,None,0,0,0,0,None,None,0,None,None,0,None,None,0,0,0,0,,
23401,23401,1,8,OutdoorPool,Welfare,Locale_Outpost:200_building_type,23400,0,None,0,None,0,None,0,0,None,0,0,None,0,0,None,0,0,0,0,None,None,0,None,None,0,None,None,0,0,0,0,,
23501,23501,1,10,FlowerPark,Welfare,Locale_Outpost:200_building_type,23500,0,None,0,None,0,None,0,0,None,0,0,None,0,0,None,0,0,0,0,None,None,0,None,None,0,None,None,0,0,0,0,,
33601,33601,1,38,EventBuilding01,Welfare,Locale_Outpost:200_building_type,33600,0,None,0,None,0,None,0,0,None,0,0,None,0,0,None,0,0,0,0,None,None,0,None,None,0,None,None,0,0,0,0,,
