id,group_id,use_object_id_01,object_speed_tile_per_second,use_warning_sign,warning_sign_time,object_repeat_interval_min,object_repeat_interval_max,use_object_id_02
1,101,10721,75,False,0,250,300,
2,101,10721,75,False,0,250,300,10731.0
3,101,10731,75,False,0,250,300,
4,102,10721,75,False,0,250,300,
5,102,10721,75,False,0,250,300,10731.0
6,102,10731,75,False,0,250,300,
7,102,10721,60,False,0,250,300,
8,102,10721,60,False,0,250,300,10731.0
9,102,10731,60,False,0,250,300,
10,103,10721,60,False,0,250,300,
11,103,10721,60,False,0,250,300,10731.0
12,103,10731,60,False,0,250,300,
13,103,10721,50,False,0,250,300,
14,103,10721,50,False,0,250,300,10731.0
15,103,10731,50,False,0,250,300,
16,104,10721,50,False,0,250,300,
17,104,10721,50,False,0,250,300,10731.0
18,104,10731,50,False,0,250,300,
19,105,10721,40,False,0,250,300,
20,105,10721,40,False,0,250,300,10731.0
21,105,10731,40,False,0,250,300,
22,201,10211,50,False,0,300,350,
23,202,10211,50,False,0,300,350,
24,202,10211,40,False,0,300,350,
25,203,10211,40,False,0,300,350,
26,203,10211,30,False,0,300,350,
27,204,10211,30,False,0,300,350,
28,205,10211,60,False,0,400,400,
29,206,10211,60,False,0,250,250,
30,301,10311,75,False,0,300,350,
31,302,10311,75,False,0,300,350,
32,302,10311,60,False,0,300,350,
33,303,10311,60,False,0,300,350,
34,303,10311,45,False,0,300,350,
35,304,10311,45,False,0,300,350,
36,305,10311,60,False,0,350,350,
37,306,10311,80,False,0,400,400,
38,307,10311,30,False,0,300,350,
39,401,10511,15,True,200,400,400,
40,402,10511,15,True,200,400,400,
41,402,10511,10,True,200,350,350,
42,403,10511,10,True,200,350,350,
43,403,10511,8,True,200,300,300,
44,404,10511,6,True,200,300,300,
45,501,10811,100,False,0,300,500,
46,501,10821,100,False,0,300,500,
47,502,10811,80,False,0,300,500,
48,502,10821,80,False,0,300,500,
49,502,10811,65,False,0,300,500,
50,502,10821,65,False,0,300,500,
51,503,10811,65,False,0,300,500,
52,503,10821,65,False,0,300,500,
53,503,10811,55,False,0,300,450,
54,503,10821,55,False,0,300,450,
55,504,10811,55,False,0,300,450,
56,504,10821,55,False,0,300,450,
57,505,10811,55,False,0,450,450,
58,505,10821,55,False,0,450,450,
59,506,10811,120,False,0,500,500,
60,506,10821,120,False,0,500,500,
61,507,10812,60,False,0,350,400,
62,507,10822,60,False,0,350,400,
