id,frequency_item_type,frequency_item_id,frequency_item_count,exchange_item_type,exchange_item_id,exchange_item_count,mail_key
10001,Item,7060001,1,Currency,2000,200,ITEM_EXCHANGE_10001
10002,Item,7060002,999999,Currency,2000,1,ITEM_EXCHANGE_10002
10003,Item,7060003,1,Currency,2000,200,ITEM_EXCHANGE_10003
10004,Item,7060003,210000000,Currency,2000,1,ITEM_EXCHANGE_10004
10005,Item,7060004,1,Currency,2000,200,ITEM_EXCHANGE_10005
10006,Item,7060006,1,Currency,2000,200,ITEM_EXCHANGE_10006
10007,Item,7060007,1,Currency,2000,200,ITEM_EXCHANGE_10007
10008,Item,7060008,1,Currency,2000,200,ITEM_EXCHANGE_10008
10009,Item,7060008,210000000,Currency,2000,1,ITEM_EXCHANGE_10009
10010,Item,7060010,1,Currency,2000,200,ITEM_EXCHANGE_10010
10011,Item,7060011,1,Currency,2000,200,ITEM_EXCHANGE_10011
10012,Item,7060012,1,Currency,2000,200,ITEM_EXCHANGE_10012
10013,Item,7060013,1,Currency,2000,200,ITEM_EXCHANGE_10013
10014,Item,7060013,210000000,Currency,2000,1,ITEM_EXCHANGE_10014
10015,Item,7060014,1,Currency,2000,200,ITEM_EXCHANGE_10015
10016,Item,7060015,1,Currency,2000,200,ITEM_EXCHANGE_10016
10020,Item,7060020,1,Currency,2000,200,ITEM_EXCHANGE_10020
10022,Item,7060022,1,Currency,2000,200,ITEM_EXCHANGE_10022
10023,Item,7060023,1,Currency,2000,200,ITEM_EXCHANGE_10023
10024,Item,7060024,1,Currency,2000,200,ITEM_EXCHANGE_10024
10026,Item,7060026,1,Currency,2000,200,ITEM_EXCHANGE_10026
10028,Item,7060028,1,Currency,2000,200,ITEM_EXCHANGE_10028
10029,Item,7060029,1,Currency,2000,200,ITEM_EXCHANGE_10029
10030,Item,7060030,1,Currency,2000,200,ITEM_EXCHANGE_10030
10031,Item,7060031,1,Currency,2000,200,ITEM_EXCHANGE_10031
10033,Item,7060033,1,Currency,2000,200,ITEM_EXCHANGE_10033
10034,Item,7060034,1,Currency,2000,200,ITEM_EXCHANGE_10034
10036,Item,7060036,1,Currency,2000,200,ITEM_EXCHANGE_10036
10037,Item,7060037,1,Currency,2000,200,ITEM_EXCHANGE_10037
10038,Item,7060038,1,Currency,2000,200,ITEM_EXCHANGE_10038
10039,Item,7060039,1,Currency,2000,200,ITEM_EXCHANGE_10039
10040,Item,7060040,1,Currency,2000,200,ITEM_EXCHANGE_10040
10041,Item,7060041,1,Currency,2000,200,ITEM_EXCHANGE_10041
10043,Item,7060043,1,Currency,2000,200,ITEM_EXCHANGE_10043
10044,Item,7060044,1,Currency,2000,200,ITEM_EXCHANGE_10044
10045,Item,7060045,1,Currency,2000,200,ITEM_EXCHANGE_10045
10047,Item,7060047,1,Currency,2000,200,ITEM_EXCHANGE_10047
10048,Item,7060048,1,Currency,2000,200,ITEM_EXCHANGE_10048
10050,Item,7060050,1,Currency,2000,200,ITEM_EXCHANGE_10050
10051,Item,7060051,1,Currency,2000,200,ITEM_EXCHANGE_10051
10053,Item,7060053,1,Currency,2000,200,ITEM_EXCHANGE_10053
10054,Item,7060054,1,Currency,2000,200,ITEM_EXCHANGE_10054
10055,Item,7060055,1,Currency,2000,200,ITEM_EXCHANGE_10055
10058,Item,7060058,1,Currency,2000,200,ITEM_EXCHANGE_10058
10059,Item,7060059,1,Currency,2000,200,ITEM_EXCHANGE_10059
10060,Item,7060060,1,Currency,2000,200,ITEM_EXCHANGE_10060
10061,Item,7060061,1,Currency,2000,200,ITEM_EXCHANGE_10061
10063,Item,7060063,1,Currency,2000,200,ITEM_EXCHANGE_10063
10064,Item,7060064,1,Currency,2000,200,ITEM_EXCHANGE_10064
10066,Item,7060066,1,Currency,2000,200,ITEM_EXCHANGE_10066
10068,Item,7060068,1,Currency,2000,200,ITEM_EXCHANGE_10068
10069,Item,7060069,1,Currency,2000,200,ITEM_EXCHANGE_10069
10070,Item,7060070,1,Currency,2000,200,ITEM_EXCHANGE_10070
10072,Item,7060072,1,Currency,2000,200,ITEM_EXCHANGE_10072
10073,Item,7060073,1,Currency,2000,200,ITEM_EXCHANGE_10073
10074,Item,7060074,1,Currency,2000,200,ITEM_EXCHANGE_10074
10075,Item,7060075,1,Currency,2000,200,ITEM_EXCHANGE_10075
10077,Item,7060077,1,Currency,2000,200,ITEM_EXCHANGE_10077
10078,Item,7060078,1,Currency,2000,200,ITEM_EXCHANGE_10078
10079,Item,7060079,1,Currency,2000,200,ITEM_EXCHANGE_10079
10081,Item,7060081,1,Currency,2000,200,ITEM_EXCHANGE_10081
10082,Item,7060082,1,Currency,2000,200,ITEM_EXCHANGE_10082
10084,Item,7060084,1,Currency,2000,200,ITEM_EXCHANGE_10084
10086,Item,7060086,1,Currency,2000,200,ITEM_EXCHANGE_10086
10088,Item,7060088,1,Currency,2000,200,ITEM_EXCHANGE_10088
11001,Item,7061001,1,Currency,99,120,ITEM_EXCHANGE_11001
11002,Item,7061003,1,Currency,99,120,ITEM_EXCHANGE_11002
11003,Item,7061004,1,Currency,99,120,ITEM_EXCHANGE_11003
11004,Item,7061005,1,Currency,99,120,ITEM_EXCHANGE_11001
11005,Item,7061006,1,Currency,99,120,ITEM_EXCHANGE_11005
11006,Item,7061006,1,Currency,99,120,ITEM_EXCHANGE_11006
11008,Item,7061008,1,Currency,99,120,ITEM_EXCHANGE_11008
11009,Item,7061009,1,Currency,99,120,ITEM_EXCHANGE_11009
11010,Item,7061011,1,Currency,99,120,ITEM_EXCHANGE_11010
11011,Item,7061013,1,Currency,99,120,ITEM_EXCHANGE_11011
11012,Item,7061014,1,Currency,99,120,ITEM_EXCHANGE_11012
11013,Item,7061015,1,Currency,99,120,ITEM_EXCHANGE_11013
11014,Item,7061016,1,Currency,99,120,ITEM_EXCHANGE_11014
11015,Item,7061018,1,Currency,99,120,ITEM_EXCHANGE_11015
11016,Item,7061020,1,Currency,99,120,ITEM_EXCHANGE_11016
11017,Item,7061021,1,Currency,99,120,ITEM_EXCHANGE_11017
11018,Item,7061022,1,Currency,99,120,ITEM_EXCHANGE_11013
11019,Item,7061023,1,Currency,99,120,ITEM_EXCHANGE_11019
11020,Item,7061025,1,Currency,99,120,ITEM_EXCHANGE_11020
11021,Item,7061027,1,Currency,99,120,ITEM_EXCHANGE_11021
11022,Item,7061029,1,Currency,99,120,ITEM_EXCHANGE_11022
11023,Item,7061031,1,Currency,99,120,ITEM_EXCHANGE_11023
11024,Item,7061032,1,Currency,99,120,ITEM_EXCHANGE_11024
11025,Item,7061033,1,Currency,99,120,ITEM_EXCHANGE_11025
