memorial_series_id,order,memorial_series_name,memorial_series_description,memorial_series_category,memorial_series_resource,is_event_memorial,memorial_memory_id/0/memorial_memory_id,memorial_memory_id/1/memorial_memory_id,memorial_memory_id/2/memorial_memory_id,collect_reward_id,memorial_memory_id/3/memorial_memory_id,memorial_memory_id/4/memorial_memory_id
100100,1,Locale_Memorial:memorial_01_name,Locale_Memorial:memorial_01_description,HandWriting,mm_1001,False,100101,100102.0,100103.0,100,,
100200,2,Locale_Memorial:memorial_02_name,Locale_Memorial:memorial_02_description,HandWriting,mm_1002,False,100201,100202.0,100203.0,100,100204.0,100205.0
100300,3,Locale_Memorial:memorial_03_name,Locale_Memorial:memorial_03_description,CallLog,mm_1003,False,100301,100302.0,100303.0,100,100304.0,
100400,4,Locale_Memorial:memorial_04_name,Locale_Memorial:memorial_04_description,Data,mm_1004,False,100401,100402.0,100403.0,100,100404.0,
100500,5,Locale_Memorial:memorial_05_name,Locale_Memorial:memorial_05_description,Data,mm_1005,False,100501,100502.0,100503.0,100,100504.0,100505.0
100600,6,Locale_Memorial:memorial_06_name,Locale_Memorial:memorial_06_description,HandWriting,mm_1001,False,100601,100602.0,100603.0,100,,
100700,7,Locale_Memorial:memorial_07_name,Locale_Memorial:memorial_07_description,CallLog,mm_1003,False,100701,100702.0,100703.0,100,,
100800,8,Locale_Memorial:memorial_08_name,Locale_Memorial:memorial_08_description,HandWriting,mm_1001,False,100801,100802.0,100803.0,100,,
100900,9,Locale_Memorial:memorial_09_name,Locale_Memorial:memorial_09_description,Data,mm_1004,False,100901,100902.0,100903.0,100,100904.0,100905.0
101000,10,Locale_Memorial:memorial_10_name,Locale_Memorial:memorial_10_description,HandWriting,mm_1001,False,101001,101002.0,101003.0,100,101004.0,
101100,11,Locale_Memorial:memorial_11_name,Locale_Memorial:memorial_11_description,Data,mm_1005,False,101101,101102.0,101103.0,100,,
101200,12,Locale_Memorial:memorial_12_name,Locale_Memorial:memorial_12_description,HandWriting,mm_1001,False,101201,101202.0,101203.0,100,,
101300,13,Locale_Memorial:memorial_13_name,Locale_Memorial:memorial_13_description,HandWriting,mm_1002,False,101301,101302.0,101303.0,100,101304.0,101305.0
101400,14,Locale_Memorial:memorial_14_name,Locale_Memorial:memorial_14_description,Data,mm_1004,False,101401,101402.0,101403.0,100,101404.0,101405.0
101500,15,Locale_Memorial:memorial_15_name,Locale_Memorial:memorial_15_description,Data,mm_1005,False,101501,101502.0,101503.0,100,,
101600,16,Locale_Memorial:memorial_16_name,Locale_Memorial:memorial_16_description,HandWriting,mm_1002,False,101601,101602.0,101603.0,100,101604.0,
101700,17,Locale_Memorial:memorial_17_name,Locale_Memorial:memorial_17_description,HandWriting,mm_1001,False,101701,101702.0,101703.0,100,101704.0,101705.0
101800,18,Locale_Memorial:memorial_18_name,Locale_Memorial:memorial_18_description,Data,mm_1004,False,101801,101802.0,101803.0,100,101804.0,101805.0
101900,19,Locale_Memorial:memorial_19_name,Locale_Memorial:memorial_19_description,CallLog,mm_1003,False,101901,101902.0,101903.0,100,,
102000,20,Locale_Memorial:memorial_20_name,Locale_Memorial:memorial_20_description,HandWriting,mm_1001,False,102001,102002.0,102003.0,100,,
102100,21,Locale_Memorial:memorial_21_name,Locale_Memorial:memorial_21_description,HandWriting,mm_1002,False,102101,102102.0,102103.0,100,102104.0,
102200,22,Locale_Memorial:memorial_22_name,Locale_Memorial:memorial_22_description,Data,mm_1005,False,102201,102202.0,102203.0,100,102204.0,
102300,23,Locale_Memorial:memorial_23_name,Locale_Memorial:memorial_23_description,Data,mm_1004,False,102301,102302.0,102303.0,100,,
102400,24,Locale_Memorial:memorial_24_name,Locale_Memorial:memorial_24_description,HandWriting,mm_1001,False,102401,102402.0,102403.0,100,,
102500,25,Locale_Memorial:memorial_25_name,Locale_Memorial:memorial_25_description,Data,mm_1005,False,102501,102502.0,102503.0,100,102504.0,102505.0
102600,26,Locale_Memorial:memorial_26_name,Locale_Memorial:memorial_26_description,CallLog,mm_1003,False,102601,102602.0,102603.0,100,102604.0,102605.0
102700,27,Locale_Memorial:memorial_27_name,Locale_Memorial:memorial_27_description,Data,mm_1005,False,102701,102702.0,102703.0,100,102704.0,102705.0
102800,28,Locale_Memorial:memorial_28_name,Locale_Memorial:memorial_28_description,Data,mm_1005,False,102801,102802.0,102803.0,100,102804.0,
102900,29,Locale_Memorial:memorial_29_name,Locale_Memorial:memorial_29_description,HandWriting,mm_1001,False,102901,102902.0,102903.0,100,102904.0,102905.0
103000,30,Locale_Memorial:memorial_30_name,Locale_Memorial:memorial_30_description,Data,mm_1005,False,103001,103002.0,103003.0,100,103004.0,103005.0
103100,31,Locale_Memorial:memorial_31_name,Locale_Memorial:memorial_31_description,HandWriting,mm_1001,False,103101,103102.0,103103.0,100,103104.0,103105.0
103200,32,Locale_Memorial:memorial_32_name,Locale_Memorial:memorial_32_description,CallLog,mm_1003,False,103201,103202.0,103203.0,100,103204.0,
103300,33,Locale_Memorial:memorial_33_name,Locale_Memorial:memorial_33_description,HandWriting,mm_1001,False,103301,103302.0,103303.0,100,103304.0,103305.0
103400,34,Locale_Memorial:memorial_34_name,Locale_Memorial:memorial_34_description,CallLog,mm_1003,False,103401,103402.0,103403.0,100,103404.0,
103500,35,Locale_Memorial:memorial_35_name,Locale_Memorial:memorial_35_description,HandWriting,mm_1001,False,103501,103502.0,103503.0,100,103504.0,
103600,36,Locale_Memorial:memorial_36_name,Locale_Memorial:memorial_36_description,CallLog,mm_1003,False,103601,103602.0,103603.0,100,103604.0,
103700,37,Locale_Memorial:memorial_37_name,Locale_Memorial:memorial_37_description,HandWriting,mm_1001,False,103701,103702.0,103703.0,100,103704.0,
103800,38,Locale_Memorial:memorial_38_name,Locale_Memorial:memorial_38_description,Data,mm_1005,False,103801,103802.0,103803.0,100,103804.0,
103900,39,Locale_Memorial:memorial_39_name,Locale_Memorial:memorial_39_description,CallLog,mm_1003,False,103901,103902.0,103903.0,100,103904.0,
104000,40,Locale_Memorial:memorial_40_name,Locale_Memorial:memorial_40_description,HandWriting,mm_1002,False,104001,104002.0,104003.0,100,104004.0,
104100,41,Locale_Memorial:memorial_41_name,Locale_Memorial:memorial_41_description,Data,mm_1004,False,104101,104102.0,104103.0,100,104104.0,
104200,42,Locale_Memorial:memorial_42_name,Locale_Memorial:memorial_42_description,Data,mm_1004,False,104201,104202.0,104203.0,100,104204.0,
104300,43,Locale_Memorial:memorial_43_name,Locale_Memorial:memorial_43_description,HandWriting,mm_1001,False,104301,104302.0,104303.0,100,104304.0,
104400,44,Locale_Memorial:memorial_44_name,Locale_Memorial:memorial_44_description,HandWriting,mm_1001,False,104401,104402.0,104403.0,100,104404.0,
104500,45,Locale_Memorial:memorial_45_name,Locale_Memorial:memorial_45_description,Data,mm_1005,False,104501,104502.0,104503.0,100,104504.0,
104600,46,Locale_Memorial:memorial_46_name,Locale_Memorial:memorial_46_description,HandWriting,mm_1001,False,104601,104602.0,104603.0,100,104604.0,
104700,47,Locale_Memorial:memorial_47_name,Locale_Memorial:memorial_47_description,HandWriting,mm_1001,False,104701,104702.0,104703.0,100,104704.0,
200100,1,Locale_Memorial:memorial_redash_01_name,Locale_Memorial:memorial_redash_01_description,RedAsh,mm_1004,True,200101,200102.0,200103.0,100,,
