id,renew_group_id,renew_step,price_id,price_value
1001,1000,1,99,100
1002,1000,2,99,200
1003,1000,3,99,300
1004,1000,4,99,400
1005,1000,5,99,500
1006,1000,6,99,600
1007,1000,7,99,700
1008,1000,8,99,800
1009,1000,9,99,900
1010,1000,10,99,1000
1011,1000,11,99,1100
1012,1000,12,99,1200
1013,1000,13,99,1300
1014,1000,14,99,1400
1015,1000,15,99,1500
1016,1000,16,99,1600
1017,1000,17,99,1700
1018,1000,18,99,1800
1019,1000,19,99,1900
1020,1000,20,99,2000
2001,2000,1,99,1000
2002,2000,2,99,2000
2003,2000,3,99,3000
2004,2000,4,99,4000
2005,2000,5,99,5000
2006,2000,6,99,6000
2007,2000,7,99,7000
2008,2000,8,99,8000
2009,2000,9,99,9000
2010,2000,10,99,10000
